	JvRad_Rhipp_204	JvRad_Rhipp_504	JvRad_Rhipp_503	JvRad_Rhipp_402	JvRad_Rhipp_401	JvRad_Rhipp_400	JvRad_Rhipp_203	JvRad_Rhipp_202	JvRad_Rhipp_201	JvRad_Rhipp_200
Trp53inp1	1441	4	11	7	1	6	2	1	4	4
Ccne2	282	0	1	0	2	0	1	0	0	1
Ints8	1698	6	7	3	7	9	4	2	3	1
Dpy19l4	1929	5	14	8	5	11	3	0	1	3
Gm56205	0	0	0	0	0	0	0	0	0	0
Esrp1	2	0	0	0	0	0	0	0	0	0
Gm11821	2	0	0	2	0	0	0	0	0	1
Gm11822	0	0	0	0	0	0	0	0	0	0
Virma	2762	6	18	9	11	16	3	6	4	3
Gm11831	2	0	0	0	0	0	0	0	0	0
Rad54b	118	0	0	0	0	2	0	0	0	1
Fsbp	33	0	0	0	0	0	0	0	0	0
Gm11832	6	0	0	0	0	0	0	0	0	0
Gm11833	0	0	0	0	0	0	0	0	0	0
Gem	163	1	2	2	1	0	0	0	0	1
Cdh17	2	0	0	0	0	0	0	0	0	0
Gm56212	0	0	0	0	0	0	0	0	0	0
Gm56213	0	0	0	0	0	0	0	0	0	0
Pdp1	3493	14	14	5	6	16	4	1	4	5
1700123M08Rik	135	0	1	0	0	1	1	0	0	0
Gm11840	6	0	0	0	0	0	0	0	0	0
Gm11842	1	0	0	0	0	0	0	0	0	0
Tmem67	739	3	6	2	3	3	2	0	0	0
Rbm12b2	805	1	4	2	0	4	0	1	1	1
Gm11839	12	0	0	0	0	0	0	0	0	0
Gm11841	8	0	0	0	0	0	0	0	1	0
Gm11843	2	0	0	0	1	0	1	0	0	1
Rbm12b1	639	4	2	1	2	4	0	2	0	0
Cibar1	2498	12	16	3	8	17	2	3	0	0
Gm11847	0	3	6	2	4	3	7	1	3	7
Gm11846	0	0	0	0	0	0	0	0	0	0
Gm37985	2	0	0	0	0	0	0	0	0	0
Gm56217	0	0	0	0	0	0	0	0	0	0
Triqk	1028	4	5	1	4	8	0	1	0	1
Gm11820	2	0	0	0	0	0	0	0	0	0
Gm56218	0	0	0	0	0	0	0	0	0	0
Gm11819	0	0	0	0	0	0	0	0	0	0
Gm11826	2	1	9	10	5	4	0	2	1	4
Gm11825	0	0	0	0	0	0	0	0	0	0
Gm56220	0	0	0	0	0	0	0	0	0	0
Runx1t1	1265	3	8	4	1	7	1	1	1	1
Gm11823	0	0	0	0	0	0	0	0	0	0
Gm24068	0	0	0	0	0	0	0	0	0	0
Gm11824	0	5	5	4	5	8	3	1	4	4
1700120G11Rik	0	0	0	0	0	0	0	0	0	0
Gm24908	0	0	0	0	0	0	0	0	0	0
Gm11836	0	2	2	2	1	4	4	1	2	3
Slc26a7	36	3	0	0	0	0	0	0	0	0
Lrrc69	2	0	0	0	0	0	0	0	0	0
Gm11838	2	0	0	0	0	1	0	0	1	2
Otud6b	3752	11	18	9	18	10	2	2	6	7
Pip4p2	2256	10	14	8	8	4	6	1	2	0
Gm11837	68	0	0	0	0	1	0	0	0	0
Necab1	4395	12	20	10	6	25	6	1	4	9
Gm11844	0	0	0	0	0	0	0	0	0	0
Gm11845	0	0	0	0	0	0	0	0	0	0
Tmem64	2478	3	19	10	4	14	0	2	0	0
Gm24317	0	0	0	0	0	0	0	0	0	0
Gm11856	0	0	0	0	0	0	0	0	0	0
Gm11859	0	0	0	0	0	0	0	0	0	0
Gm11857	0	0	0	1	0	0	0	0	0	0
Gm11858	0	0	0	0	0	0	0	0	0	0
Gm11855	10	0	0	0	0	0	0	0	0	0
Gm56223	0	0	0	0	1	0	0	0	0	0
Calb1	4060	14	20	12	7	18	5	4	4	1
Gm26148	2	0	0	0	0	0	0	0	0	0
Decr1	1844	3	10	3	4	11	1	0	2	1
Mir6400	0	0	0	0	0	0	0	0	0	0
Nbn	1029	2	4	2	2	9	0	0	1	3
Gm11869	0	0	0	0	0	0	0	0	0	0
Osgin2	1140	1	7	3	1	9	2	2	0	0
Gm11870	38	0	0	2	0	0	0	0	0	1
Gm11874	2	0	0	0	0	0	0	0	0	0
Ripk2	375	2	1	1	3	4	2	0	0	0
Gm56226	2	0	0	0	0	0	0	0	0	0
A530072M11Rik	74	0	1	0	1	0	0	0	0	0
Gm11865	0	1	0	1	1	0	0	0	1	1
Gm37355	0	0	0	0	0	0	0	0	0	0
Gm11864	0	0	0	0	0	0	0	0	0	0
Gm11861	0	0	0	0	0	0	0	0	0	0
Gm24978	10	0	0	0	0	0	0	0	0	0
Gm11862	0	0	0	0	0	0	0	0	0	0
Gm23975	0	0	0	0	0	0	0	0	0	0
Gm11848	0	0	0	0	0	0	0	0	0	0
Gm11850	0	0	0	0	0	0	0	0	0	0
Gm11849	2	0	0	0	0	0	0	0	0	0
Gm30092	31	1	0	0	0	0	0	0	0	0
Gm56227	0	0	0	0	0	0	0	0	0	0
Gm11851	0	0	0	0	0	0	0	0	0	0
Mmp16	1225	4	6	4	3	7	2	0	2	0
Gm11860	0	0	0	0	0	0	0	0	0	0
Gm11852	0	0	0	0	0	0	0	0	0	0
Gm11867	0	0	0	0	0	0	0	0	0	0
Gm11854	0	0	0	0	0	0	0	0	0	0
Gm11853	0	0	0	0	0	0	0	0	0	0
Gm56229	0	0	0	0	0	0	0	0	0	0
Gm56230	0	0	0	0	0	0	0	0	0	0
Cnbd1	0	0	0	0	0	0	0	0	0	0
Gm11868	0	0	0	0	0	0	0	0	0	0
Gm12392	0	0	0	0	0	0	0	0	0	0
Gm12393	0	0	0	0	0	0	0	0	0	0
Cngb3	0	0	0	0	0	0	0	0	0	0
Gm11877	0	1	0	1	0	0	2	0	1	1
Gm56231	0	0	0	0	0	0	0	0	0	0
Cpne3	1260	3	8	13	11	11	0	0	5	1
Rmdn1	611	1	2	0	2	5	0	0	1	1
Gm12353	14	0	0	0	0	0	0	0	0	0
Wwp1	2828	3	23	6	5	15	5	1	3	2
Gm12354	0	0	0	0	0	0	0	0	0	0
Slc7a13	0	1	0	0	0	0	0	0	0	0
Atp6v0d2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121863	0	0	0	0	0	0	0	0	0	0
4930480G23Rik	0	0	0	0	0	0	0	0	0	0
Ttpa	407	0	2	0	2	2	0	0	0	0
Ggh	1006	2	3	4	2	12	0	0	2	1
Nkain3	409	1	1	1	1	2	1	0	0	0
Gm11872	40	0	0	0	0	0	0	0	0	0
Gm11873	0	1	0	0	0	0	0	0	0	0
Gm11871	0	0	0	0	0	0	0	0	0	0
Gm22817	0	0	0	0	0	0	0	0	0	0
Gm25977	0	0	0	0	0	0	0	0	0	0
Gm11875	0	0	0	0	0	0	0	0	0	0
Gm11876	0	0	0	0	0	0	0	0	0	0
Prdm13	0	0	0	0	0	0	0	0	0	0
Ccnc	1750	2	12	5	2	7	2	3	2	3
Tstd3	679	1	5	1	4	8	0	1	1	1
Usp45	2634	3	9	4	7	10	0	1	5	2
Pnisr	18807	81	122	57	62	138	14	17	10	13
Coq3	798	4	3	4	2	4	1	0	2	1
Faxc	2409	7	13	10	4	11	2	2	3	4
Gm11885	8	0	1	0	0	0	0	0	0	0
Gm11880	0	0	0	0	0	0	0	0	0	0
Gm11882	0	0	0	0	0	0	0	0	0	0
Fbxl4	945	4	9	5	4	4	0	3	3	1
Gm24607	0	0	0	0	0	0	0	0	0	0
Gm37900	0	0	0	0	0	0	0	0	0	1
Pou3f2	934	2	7	3	2	4	1	0	0	1
Gm57099	0	0	0	0	0	0	0	0	0	0
Gm30731	82	0	0	2	0	0	0	0	0	0
Gm11878	4	6	10	11	6	4	6	7	6	2
Gm11881	0	0	0	0	0	0	0	0	0	0
Gm11879	0	0	0	0	0	0	0	0	0	0
Gm56131	0	0	0	0	0	0	0	0	0	0
1700025O08Rik	0	0	0	0	0	0	0	0	0	0
Gm11884	0	0	0	0	0	0	0	0	0	0
Gm11888	0	0	0	0	0	0	0	0	0	0
Gm11889	6	0	1	1	2	3	3	1	2	0
Gm56133	0	0	0	0	0	0	0	0	0	0
Gm11890	0	0	0	0	0	0	0	0	0	0
Gm28448	0	0	0	0	0	0	0	0	0	0
Gm11892	0	0	0	0	0	0	0	0	0	0
Gm11891	0	0	0	0	0	0	0	0	0	0
Gm27243	1	0	0	0	0	0	0	0	0	0
Mms22l	76	0	0	0	2	1	0	0	0	1
Klhl32	935	2	8	5	2	5	1	1	0	1
Gm11899	0	0	0	0	0	0	0	0	0	0
Ndufaf4	2194	5	9	3	1	8	0	0	1	0
C230012O17Rik	122	1	0	0	0	0	0	0	0	0
Gpr63	374	0	1	0	1	2	0	1	0	0
Gm11906	0	0	0	0	0	0	0	0	0	0
Fhl5	9	0	0	0	0	0	0	0	0	0
Ufl1	1850	8	8	5	4	7	3	6	1	3
Prdx6-ps2	0	0	1	0	0	0	0	0	0	0
Gm11897	0	0	0	0	0	0	0	0	0	0
Gm11894	0	0	0	0	0	0	0	0	0	0
Gm25975	0	0	0	0	0	0	0	0	0	0
Gm11896	0	0	0	0	0	0	0	0	0	0
Gm11893	0	0	1	0	0	0	0	0	1	1
Gm24977	0	0	0	0	0	0	0	0	0	0
Fut9	5260	7	22	7	9	17	0	2	2	0
Gm24042	0	0	0	0	0	0	0	0	0	0
Gm11898	1	0	0	0	0	0	0	0	0	0
Gm56148	0	0	0	0	0	0	0	0	0	0
Gm11895	0	0	1	0	0	0	0	0	0	0
Gm24965	0	0	0	0	0	0	0	0	0	0
Manea	1843	2	12	2	5	8	1	2	0	0
Bhmt-ps1	0	0	0	0	0	0	0	0	0	0
Gm11903	0	0	0	0	0	0	0	0	0	0
Gng2-ps1	0	0	0	0	0	0	0	0	0	0
Gm11905	0	0	0	0	0	0	0	0	0	0
4930548K13Rik	0	0	0	0	0	0	0	0	0	0
Gm11904	0	0	0	0	0	0	0	0	0	0
Gm11902	0	0	0	0	0	0	0	0	0	0
Gm11901	0	0	0	0	0	0	0	0	0	0
Gm25173	0	0	0	0	0	0	0	0	0	0
Gm11914	44	1	0	0	0	0	0	0	1	0
Tpm3-rs2	0	0	0	0	0	0	0	0	0	0
Gm11911	0	0	0	0	0	0	0	0	0	0
Gm11907	0	0	0	0	0	0	0	0	0	0
Gm25378	0	0	0	0	0	0	0	0	0	0
Mif-ps11	0	0	0	0	0	0	0	0	0	0
Gm11909	0	0	0	0	0	0	0	0	0	0
Gm11910	0	0	0	0	0	0	0	0	0	0
Gm11912	0	0	0	1	0	0	0	1	1	1
Gm11913	0	0	0	1	1	1	1	2	1	0
Epha7	5987	11	23	21	25	53	8	7	8	9
Gm11915	15	0	0	0	0	0	0	1	0	0
Gm11917	2	0	0	0	0	0	0	0	0	0
Gm11916	0	0	0	0	0	0	0	0	0	0
Gm11918	0	0	0	0	0	0	0	0	0	0
Gm11919	0	0	0	0	0	0	0	1	0	0
Gm11923	0	0	0	0	0	0	0	0	0	0
Gm11925	0	0	0	0	0	0	0	0	0	0
Gm11924	0	0	0	0	0	0	0	0	0	0
4930556G01Rik	0	0	0	0	0	0	0	0	0	0
Gm56152	0	0	0	0	0	0	0	0	0	0
Gm11920	0	0	0	0	0	0	0	0	0	0
Gm25705	0	0	0	0	0	0	0	0	0	0
Gm11922	0	0	0	0	0	0	0	0	0	0
Gm57076	6	0	0	0	0	0	0	0	0	0
Map3k7	3892	13	35	14	10	27	3	7	4	2
Gm11926	0	0	0	0	0	0	0	0	0	0
Gm26254	6	0	0	0	0	0	0	0	0	0
Gm11927	0	0	0	1	0	1	0	1	0	1
Gm11928	0	0	0	0	0	0	0	0	0	0
Gm57082	0	0	0	0	0	0	0	0	0	0
Gm11929	0	0	0	0	0	0	0	0	0	0
Bach2	692	0	4	4	2	2	1	2	0	0
Bach2it1	5	0	0	0	0	0	0	0	0	0
Gm56158	0	0	0	0	0	0	0	0	0	0
Bach2os	15	0	0	0	0	0	0	0	0	0
Gja10	2	0	0	0	0	0	0	0	0	0
Gm11933	0	0	0	0	0	0	0	0	0	0
Casp8ap2	927	4	8	3	2	3	1	1	2	3
Gm11936	0	0	0	0	0	0	0	0	0	0
Mdn1	4402	13	22	18	14	28	10	11	6	2
Lyrm2	821	3	8	5	2	6	0	2	0	3
Ankrd6	2675	9	15	8	8	14	0	5	2	2
Gm11941	0	0	0	0	0	0	0	0	0	0
Gm11942	10	16	20	25	12	18	14	17	16	9
Rragd	5830	15	41	22	14	34	8	9	6	10
Gm11943	0	0	0	0	0	0	0	0	0	0
4933421O10Rik	619	4	5	2	2	5	1	3	3	0
Ube2j1	4433	14	24	17	12	31	7	6	1	5
Btf3-ps8	0	0	0	1	0	0	0	1	0	0
Gabrr2	108	0	0	0	1	3	0	0	0	0
Gabrr1	18	0	0	0	0	0	0	0	0	0
Pm20d2	231	0	3	1	2	4	1	0	0	0
Gm11930	0	2	3	2	1	1	1	4	0	1
Srsf12	850	3	9	2	1	6	3	3	2	2
Pnrc1	1625	5	10	4	3	10	3	1	1	2
Gm11934	0	0	1	1	0	0	1	0	1	0
Rngtt	1385	4	13	3	3	4	1	0	2	0
Mir8118	0	0	0	0	0	0	0	0	0	0
Gm11935	0	0	0	0	0	0	0	0	0	0
Gm56177	0	0	0	0	0	0	0	0	0	0
Gm24341	0	0	0	0	0	0	0	0	0	0
Cnr1	8122	8	22	14	25	30	6	6	7	6
Gm56179	0	0	0	0	0	0	0	0	0	0
Spaca1	18	0	0	0	0	0	0	0	0	0
Gm25623	0	0	0	0	0	0	0	0	0	0
Gm12753	0	0	0	0	0	0	0	0	0	0
Gm12751	0	1	2	0	1	1	0	1	0	0
Gm12752	2	0	0	0	0	0	0	0	0	0
Gm12754	1	0	0	0	0	0	0	0	0	0
Gm56181	0	0	0	0	0	0	0	0	0	0
Gm12351	0	0	0	0	0	0	0	0	0	0
Gm12350	4	4	8	4	5	12	1	3	1	5
Akirin2	2686	4	17	3	2	8	2	2	1	5
Orc3	2161	6	9	7	7	12	2	5	2	1
Rars2	974	4	7	4	3	5	1	0	0	2
Slc35a1	1089	3	5	6	2	6	3	0	2	3
Gm56184	0	0	0	0	0	0	0	0	0	0
Cfap206	106	0	0	1	0	3	1	0	0	0
Gm136	0	0	0	0	0	0	0	0	0	0
Smim8	682	1	2	3	1	7	0	1	1	1
Zfp292	2164	4	8	5	8	11	2	3	0	2
Gm12363	0	0	0	0	0	0	0	0	0	0
Cga	2	0	0	0	0	0	0	0	0	0
Platr9	0	0	0	0	0	0	0	0	0	0
Gm12361	0	0	0	0	0	0	0	0	0	0
Gm12362	0	0	0	1	0	0	0	0	1	0
Mob3b	376	0	2	0	1	1	2	0	0	1
Gm12364	0	0	0	0	0	0	0	0	0	0
Ifnk	0	0	0	0	0	0	0	0	0	0
C9orf72	1358	6	9	5	3	10	3	0	1	2
Gm12366	2	4	13	11	6	12	3	7	5	2
Gm12367	23	0	0	0	0	0	0	0	0	0
Gm12368	0	0	0	0	0	0	0	0	0	0
Gm12365	0	0	1	0	0	0	0	0	0	0
Lingo2	834	7	5	5	2	7	1	1	3	0
Gm12369	0	0	0	0	0	0	0	0	0	0
Gm12370	0	0	0	0	0	0	0	0	0	0
Mir876	0	0	0	0	0	0	0	0	0	0
Mir873a	0	0	0	0	0	0	0	0	0	0
Mir873b	0	0	0	0	0	0	0	0	0	0
Gm56187	0	0	0	0	0	0	0	0	0	0
Gm12371	56	0	1	0	0	1	0	0	0	0
Taf9-ps	0	1	0	0	1	0	2	1	1	1
Rpl23a-ps6	0	0	0	0	0	0	0	0	0	0
Gm12374	0	0	0	0	0	0	0	0	0	0
Gm22732	0	0	0	0	0	0	0	0	0	0
Gm12375	0	0	0	0	0	0	0	0	0	0
Gm12378	0	0	0	0	0	0	0	0	0	0
Gm12379	0	0	0	0	0	0	0	0	0	0
Gm12380	0	0	1	4	0	2	1	0	2	1
Gm12381	2	0	0	0	0	0	0	0	0	0
Gm12382	0	0	0	0	0	0	0	0	0	0
Gm25581	0	0	0	0	0	0	0	0	0	0
Gm12383	0	0	0	0	0	0	0	0	0	0
Gm23607	0	0	0	0	0	0	0	0	0	0
Gm17094	0	0	0	0	0	0	0	0	0	0
1700009N14Rik	0	0	0	0	0	0	0	0	0	0
Gm12385	0	0	0	0	0	0	0	0	0	0
Gm12384	0	1	0	0	0	0	0	0	0	0
Gm12386	0	0	0	0	0	0	0	0	0	0
Gm22850	0	0	0	0	0	0	0	0	0	0
Gm12387	0	0	0	0	0	0	0	0	0	0
Gm26087	0	0	0	0	0	0	0	0	0	0
Gm12388	0	0	0	0	0	0	0	0	0	0
Gm12389	0	0	1	1	0	3	0	3	0	1
Aco1	1894	9	13	11	8	17	3	4	2	6
Rigi	364	2	1	1	2	3	0	0	2	0
Topors	1104	3	3	2	3	8	4	3	1	2
Smim27	55	0	0	0	0	1	0	0	0	0
Ndufb6	2628	19	25	14	9	32	1	4	2	6
4930509K18Rik	0	0	0	0	0	0	0	0	0	0
Gm23338	0	0	0	0	0	0	0	0	0	0
Tmem215	328	3	1	2	2	2	2	3	0	1
4933428C19Rik	4	0	0	0	0	0	0	0	0	0
Gm12391	13	0	0	1	0	0	0	0	0	0
Aptx	1944	11	16	8	13	20	4	4	2	2
Gm12390	2	0	0	0	0	0	0	0	0	0
Gm6297	79	0	0	0	1	2	0	0	0	0
Gm57075	0	0	0	0	0	0	0	0	0	0
Dnaja1	9814	23	47	44	23	45	22	23	13	30
Mir207	0	0	0	0	0	0	0	0	0	0
Smu1	2581	12	8	7	8	23	2	3	5	9
Psenen-ps	27	0	2	6	7	3	4	4	5	2
B4galt1	532	5	3	7	0	10	0	4	0	1
Mir5123	0	0	0	0	0	0	0	0	0	0
Gm56196	0	0	0	0	0	0	0	0	0	0
Gm56197	0	0	0	0	0	0	0	0	0	0
Gm12397	0	0	0	0	1	1	0	2	1	0
Spink4	4	0	0	0	0	0	0	0	0	0
Bag1	5845	19	65	40	37	62	14	19	5	10
Chmp5	4551	17	39	28	24	39	7	9	7	4
Nfx1	5266	31	41	29	26	42	8	4	11	12
Mir3094	0	0	0	0	0	0	0	0	0	0
Aqp7	0	1	1	2	1	1	0	1	0	1
Gm25637	0	0	0	0	0	0	0	0	0	0
Aqp3	0	0	0	0	0	0	0	0	0	0
Nol6	6815	50	50	42	37	74	16	28	18	15
Gm12402	0	0	0	0	0	0	0	0	0	0
Ube2r2	5226	20	46	18	15	40	12	12	10	17
Gm12403	2	7	5	8	4	7	6	2	1	4
Gm56206	0	0	0	0	0	0	0	0	0	0
Ubap2	3344	22	31	27	22	31	7	10	11	11
Gm22888	4	0	0	0	0	0	1	0	0	0
Gm24837	5	0	0	0	0	0	0	0	0	0
Gm23090	0	0	0	0	0	0	0	0	0	0
Gm12401	0	0	0	0	0	0	0	0	0	0
Dcaf12	3487	7	24	19	11	22	4	7	7	4
Gm56210	0	0	0	0	0	0	0	0	0	0
Gm26049	1	0	0	0	0	0	0	0	0	0
Gm57103	59	0	1	0	0	2	0	0	0	0
Gm26084	0	0	0	0	0	0	0	0	0	0
Ubap1	2702	7	30	15	10	23	11	2	9	12
Kif24	35	1	1	1	0	1	0	0	0	0
Nudt2	819	2	2	4	3	4	3	2	4	0
Gm57125	0	0	0	0	0	0	0	0	0	0
Myorg	3527	12	26	20	10	26	4	3	9	2
1110017D15Rik	116	1	1	2	1	2	0	0	1	0
Fam219aos	8	0	0	0	0	0	0	0	0	0
Fam219a	7967	32	49	40	39	71	14	13	16	12
Gm12404	211	1	1	0	1	1	0	0	0	0
Dnai1	402	2	2	2	3	7	0	0	1	1
Enho	2958	13	43	17	27	41	4	4	6	6
Gm12406	18	0	0	0	0	0	0	0	0	0
Gm12405	10	0	0	0	0	0	0	0	0	0
Cntfr	4844	30	33	38	28	43	12	14	9	9
Il11ra1	1697	7	20	10	12	15	3	3	1	1
Rpp25l	714	1	3	5	5	3	1	0	2	2
Dctn3	3238	14	23	23	19	30	5	10	1	4
Arid3c	4	0	0	0	0	0	0	0	0	0
Sigmar1	1388	8	4	11	10	12	3	3	0	1
Galt	1667	7	18	13	6	16	1	2	5	3
Ccl27a	3113	9	48	13	14	21	5	6	8	4
Gm12407	0	0	0	0	0	0	0	0	0	0
Gm10601	0	0	1	0	0	0	0	0	0	0
Gm13307	0	0	0	0	0	0	0	0	0	0
Gm13302	0	0	0	0	0	0	0	0	0	0
Ccl21d	0	0	0	0	0	0	0	0	0	0
Ccl19-ps1	0	0	0	0	0	0	0	0	0	0
Gm20878	0	0	0	0	0	0	0	0	0	0
Spata31f1d	0	1	0	0	0	0	0	0	0	0
Gm21093	0	0	0	0	0	0	0	0	0	0
4933409K07Rik	0	1	2	2	1	2	0	0	0	1
Gm37530	0	0	0	1	0	0	0	0	0	0
Gm3892	0	0	0	0	0	0	0	0	0	0
Ccl19-ps2	0	0	0	0	0	0	0	0	0	0
Gm21104	0	0	0	0	0	0	0	0	0	0
Gm3893	0	0	0	0	0	0	0	0	0	0
Gm13304	0	0	0	0	0	0	0	0	0	0
Gm13299	0	0	0	0	0	0	0	0	0	0
Ccl19-ps3	0	0	1	0	0	0	0	0	0	0
Gm13306	120	3	6	0	1	3	2	0	2	2
Gm13305	0	1	1	1	0	3	2	1	2	0
1700045I11Rik	0	0	0	0	0	1	0	0	0	0
Gm17167	18	0	0	0	0	0	0	0	0	1
Gm13301	5	0	0	0	0	0	1	0	0	0
Gm10600	0	0	0	0	0	0	0	0	0	0
Gm5859	0	0	0	0	0	0	0	1	0	0
Gm54215	0	1	0	0	0	0	0	0	0	0
Gm17081	0	0	0	0	1	0	0	0	0	0
Gm10599	114	0	0	0	0	0	0	0	0	0
Gm50470	0	0	0	0	0	0	0	0	0	0
Ccl21b	0	0	0	0	0	0	0	0	0	0
Gm50471	0	0	0	0	0	0	0	0	0	0
Gm21980	0	0	0	0	0	0	0	0	0	0
Gm21953	0	0	0	0	0	0	0	0	0	0
Spata31f1c	0	0	0	0	0	2	0	0	0	0
Gm21586	0	0	0	0	0	0	0	0	0	0
Gm3883	0	1	2	2	0	0	0	1	0	0
Gm53189	0	0	0	0	0	0	0	0	0	0
Spata31f1b	0	0	1	0	1	0	0	0	0	0
ENSMUSG00000121464	0	1	0	0	0	0	0	0	0	0
Gm2163	0	0	0	0	0	0	0	0	0	0
Gm52989	0	0	0	0	0	0	0	0	0	0
Gm10591	0	0	1	0	0	0	0	0	0	0
Gm2564	0	0	0	0	0	0	0	0	0	0
Ccl27b	0	0	0	0	0	1	0	0	0	0
Il11ra2	1	0	1	0	0	0	0	1	0	0
Gm21955	389	1	5	2	2	1	1	2	0	1
4930578G10Rik	15	0	0	0	1	1	0	0	0	0
Gm12395	0	0	0	0	0	0	0	0	0	0
Ccl19	2	0	0	0	0	0	0	0	0	1
Ccl21a	2	2	15	3	2	4	4	1	4	1
Gm12394	76	0	5	1	0	1	0	0	2	0
Spata31f1a	23	1	2	0	0	2	1	0	0	0
Spata31f3	247	0	2	0	1	1	0	0	0	0
Gm57141	49	0	1	0	1	0	0	0	0	0
Phf24	15619	29	125	61	56	105	20	19	17	26
Dnajb5	9667	33	44	38	46	65	15	17	22	16
1700022I11Rik	0	0	1	0	0	0	0	0	0	0
Vcp	8271	47	69	61	45	58	17	26	11	28
Fancg	845	3	9	6	3	4	3	1	2	1
Pigo	1504	11	13	14	11	15	3	4	3	2
Stoml2	2153	14	23	17	11	29	6	5	9	9
Atosb	3220	23	34	26	21	38	5	6	12	2
Gm26881	188	0	1	1	3	2	0	1	0	0
Unc13b	4482	10	26	20	25	30	9	6	13	6
Gm23709	0	0	0	0	0	0	0	0	0	0
Gm25010	0	0	0	0	0	0	0	0	0	0
Atp8b5	29	0	0	1	0	0	0	0	0	0
Gm46851	0	0	0	0	0	0	0	0	0	0
Rusc2	7019	25	68	40	34	79	14	17	17	11
Gm52698	4	0	0	0	0	0	0	0	0	0
Fam166b	74	0	0	1	2	0	1	0	1	0
Tesk1	3225	15	35	18	27	31	7	9	7	4
Cd72	33	0	0	1	0	0	0	0	0	0
Sit1	0	0	0	0	0	0	0	0	0	0
Rmrp	0	0	0	0	0	0	0	0	0	0
Ccdc107	1092	7	8	10	6	11	1	5	2	4
Arhgef39	30	0	0	0	0	0	0	0	0	0
Gm12454	19	0	0	0	1	0	0	0	1	0
Car9	37	0	0	0	0	0	0	0	0	1
Tpm2	413	4	5	6	2	8	1	2	1	1
Tln1	3217	24	36	26	23	42	9	7	7	9
Creb3	1927	6	24	14	11	17	3	6	6	4
Gba2	5368	35	36	37	20	68	12	7	14	16
Rgp1	3032	10	26	23	26	34	6	7	5	4
Msmp	0	0	0	0	0	0	0	0	0	0
Gm12472	19	0	0	0	0	0	0	0	0	1
Gm56257	4	0	0	0	0	0	0	0	0	0
Gm12473	160	1	2	0	2	3	1	1	0	0
Npr2	4445	31	30	28	32	60	4	11	12	7
Spag8	128	3	2	3	1	0	0	1	0	0
Hint2	788	2	16	5	7	15	2	0	1	2
Fam221b	71	1	5	1	0	2	0	0	2	1
Gm12481	0	0	0	0	0	0	0	0	0	0
Tmem8b	9757	30	74	45	50	96	26	34	15	17
Gm56261	89	0	2	0	0	1	0	0	0	1
Or13e8	3	0	0	0	0	0	0	0	0	0
Or13j1	0	0	1	1	0	0	1	0	0	0
Hrct1	54	0	0	2	0	1	0	0	0	0
Spaar	65	1	1	2	0	4	0	0	0	1
Or13d31-ps1	0	0	0	0	0	0	0	0	0	0
Or13c7d	0	0	0	0	0	0	0	0	0	0
Or13c7e-ps1	0	0	0	0	0	0	0	0	0	0
Gm12492	0	0	0	1	0	0	0	1	0	1
Or13c7b	0	0	0	0	0	0	0	0	0	0
Or13c7c	0	1	4	3	1	2	5	1	0	0
Or13c7	0	0	0	0	0	0	0	0	0	0
Reck	655	3	3	7	6	4	1	0	2	3
Gm56265	0	0	0	0	0	0	0	0	0	0
Glipr2	310	0	2	3	1	1	0	1	0	0
Ccin	0	0	0	0	0	1	0	0	0	0
Clta	6627	31	57	57	53	83	15	23	11	24
Gne	1558	8	12	9	6	13	2	1	2	8
Gm56267	0	0	0	0	0	0	0	0	0	0
Gm12503	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000121767	27	1	2	2	0	2	3	4	0	0
Ptma-ps2	0	0	0	0	0	0	0	0	0	0
Rnf38	2689	9	20	11	13	25	4	5	5	6
Mir5106	0	0	0	0	0	0	0	0	0	0
Melk	12	0	1	0	0	0	0	0	0	0
Gm12677	0	0	0	0	0	0	0	0	0	0
Gm12455	0	0	0	0	0	0	0	0	0	0
Gm24376	0	0	0	0	0	0	0	0	0	0
Pax5	16	0	0	0	0	0	0	0	0	0
Mir5120	0	0	0	0	0	0	0	0	0	0
Gm12462	18	0	0	0	0	0	0	0	0	0
4930517J16Rik	8	0	0	0	0	0	0	0	0	0
5730488B01Rik	0	0	0	0	0	0	0	0	0	0
Gm57087	0	0	0	0	0	0	0	0	0	0
Gm12463	0	0	0	0	0	0	0	0	0	0
Zcchc7	4240	21	19	10	18	20	4	7	4	1
Gm56271	0	0	0	0	0	1	0	0	0	0
Gm12678	0	0	0	0	0	0	0	0	0	0
Gm12493	4	0	0	0	0	0	0	0	0	0
Gm12679	0	0	0	0	0	0	0	0	0	0
Grhpr	902	7	6	12	5	11	2	4	1	0
Zbtb5	746	3	4	1	3	7	0	1	0	1
1700055D18Rik	21	0	0	1	0	1	0	0	0	0
Polr1e	420	3	3	2	2	1	2	3	1	1
Fbxo10	2986	17	14	14	19	15	6	8	9	6
Tomm5	1473	5	6	9	10	10	2	3	2	2
Gm12566	0	0	0	0	0	0	0	0	0	0
Frmpd1	1217	3	4	4	10	12	1	1	3	0
Frmpd1os	0	0	0	1	0	1	0	0	0	0
Trmt10b	732	7	5	3	3	7	0	1	2	2
Exosc3	456	1	4	3	3	2	0	0	0	0
Gm12585	0	0	0	0	0	0	0	0	0	0
Dcaf10	1102	3	4	1	3	13	0	2	1	2
